1.442256	73.7253062	73.7227076	77.9402763	77.9376777	
1.457065	73.7287882	73.7227076	77.9437584	77.9376777	
1.472957	73.7342303	73.7314343	77.9492004	77.9376777	
1.479763	73.7364909	73.7401609	77.951461	77.9464044	
1.491124	73.741369	73.7576142	77.9563392	77.955131	
1.50174	73.7465767	73.7750675	77.9615468	77.9725843	
1.511798	73.7524602	73.7925208	77.9674303	77.981311	
1.522599	73.7588729	73.8099741	77.973843	77.9987643	
1.532989	73.7657913	73.8187007	77.9807615	78.0074909	
1.542732	73.7729482	73.8099741	77.9879184	78.0162176	
1.554119	73.7821452	73.8012474	77.9971153	78.0162176	
1.563219	73.7899214	73.7925208	78.0048915	78.0162176	
1.575199	73.801128	73.7750675	78.0160982	78.0249442	
1.59299	73.8199837	73.7750675	78.0349538	78.0511241	
1.5987	73.8260211	73.7750675	78.0409912	78.0511241	
1.609117	73.8378363	73.7925208	78.0528065	78.0685774	
1.619701	73.8505209	73.8012474	78.0654911	78.0773041	
1.630653	73.8643825	73.8274274	78.0793526	78.0860307	
1.641188	73.8783569	73.8448807	78.093327	78.103484	
1.65208	73.8935398	73.8710606	78.1085099	78.1122107	
1.662856	73.9092513	73.8972405	78.1242215	78.1209373	
1.672782	73.924288	73.9234205	78.1392582	78.1209373	
1.682786	73.9400407	73.9496004	78.1550109	78.129664	
1.693214	73.9571301	73.9757803	78.1721002	78.1383906	
1.704325	73.9761076	74.0019603	78.1910777	78.1471173	
1.712643	73.9906612	74.0194136	78.2056313	78.1558439	
1.724787	74.0129319	74.0455935	78.227902	78.1732972	
1.73376	74.0297744	74.0717735	78.2447446	78.1907505	
1.745114	74.0519504	74.0892267	78.2669206	78.2169304	
1.755764	74.0734116	74.1154067	78.2883817	78.2431104	
1.766651	74.0960736	74.1415866	78.3110438	78.2692903	
1.777044	74.1183273	74.1677666	78.3332975	78.2954702	
1.788681	74.1441126	74.1939465	78.3590827	78.3303768	
1.798185	74.165649	74.2201264	78.3806192	78.3652834	
1.808994	74.1908787	74.2463064	78.4058488	78.40019	
1.819833	74.2168913	74.281213	78.4318615	78.4263699	
1.830163	74.2423171	74.2986663	78.4572872	78.4612765	
1.841124	74.2700192	74.3335728	78.4849893	78.4874565	
1.850573	74.294402	74.3597528	78.5093722	78.5136364	
1.861355	74.3229596	74.3859327	78.5379297	78.548543	
1.882635	74.382715	74.4470192	78.5976851	78.6096295	
1.889675	74.402486	74.4731992	78.6174562	78.6270828	
1.89814	74.4267066	74.4993791	78.6416768	78.6619894	
1.909802	74.4610337	74.5255591	78.6760038	78.6881693	
1.920799	74.4948107	74.5604656	78.7097809	78.7230759	
1.92957	74.5208733	74.5953722	78.7358435	78.7492558	
1.939976	74.553322	74.6302788	78.7682922	78.7841624	
1.949472	74.5840042	74.6564588	78.7989744	78.819069	
1.95995	74.6173986	74.6913653	78.8323687	78.845249	
1.970906	74.6536268	74.7262719	78.868597	78.8801555	
1.982544	74.6929397	74.7611785	78.9079099	78.9150621	
1.99202	74.7254393	74.7960851	78.9404095	78.9412421	
2.003728	74.7664791	74.8309917	78.9814492	78.9848753	
2.014917	74.8064438	74.8658983	79.0214139	79.0197819	
2.024156	74.8398986	74.9008048	79.0548687	79.0459618	
2.044349	74.9161324	74.9618914	79.1311026	79.115775	
2.049526	74.9356036	74.9880713	79.1505737	79.1332283	
2.06108	74.980093	75.0229779	79.1950632	79.1681349	
2.070084	75.0153152	75.0578845	79.2302853	79.2030415	
2.079956	75.0542427	75.0927911	79.2692129	79.237948	
2.090691	75.0974362	75.1276977	79.3124064	79.2728546	
2.102246	75.1447843	75.1626042	79.3597545	79.3077612	
2.112013	75.1852942	75.1975108	79.4002643	79.3426678	
2.130944	75.2666803	75.2585973	79.4816504	79.4037543	
2.136396	75.2898857	75.2760506	79.5048559	79.4212076	
2.147633	75.3389678	75.3196839	79.553938	79.4648408	
2.158976	75.389284	75.3633171	79.6042541	79.5084741	
2.168855	75.4336796	75.3982237	79.6486497	79.5521073	
2.178385	75.4769924	75.4331303	79.6919625	79.5870139	
2.190175	75.5315331	75.4767635	79.7465032	79.6306471	
2.199474	75.5749935	75.5116701	79.7899636	79.6655537	
2.209506	75.622486	75.5553033	79.8374562	79.7091869	
2.220046	75.6730762	75.5902099	79.8880464	79.7528202	
