6.34615	1047.84058	1047.84332	1043.9834	1043.98615	
6.356109	1047.84208	1047.84332	1043.9849	1043.98615	
6.366287	1047.84424	1047.8346	1043.98706	1043.98615	
6.376454	1047.84702	1047.8346	1043.98985	1043.98615	
6.386609	1047.85042	1047.8346	1043.99324	1043.98615	
6.396789	1047.85445	1047.84332	1043.99727	1043.98615	
6.406908	1047.85906	1047.84332	1044.00188	1043.98615	
6.417067	1047.86431	1047.84332	1044.00714	1043.98615	
6.427231	1047.87019	1047.85205	1044.01301	1043.98615	
6.437367	1047.87667	1047.86078	1044.01949	1043.98615	
6.44761	1047.88385	1047.86078	1044.02667	1043.98615	
6.457734	1047.89155	1047.86078	1044.03437	1043.98615	
6.467966	1047.89997	1047.8695	1044.04279	1043.98615	
6.479431	1047.91024	1047.87823	1044.05306	1043.98615	
6.48819	1047.91846	1047.88696	1044.06129	1043.98615	
6.498522	1047.9289	1047.89568	1044.07173	1043.99487	
6.508588	1047.93959	1047.90441	1044.08242	1044.0036	
6.518753	1047.95106	1047.91314	1044.09388	1044.02105	
6.52893	1047.96315	1047.92186	1044.10597	1044.02978	
6.539398	1047.97636	1047.93059	1044.11918	1044.04723	
6.549312	1047.98925	1047.94804	1044.13207	1044.05596	
6.561312	1048.00591	1047.9655	1044.14873	1044.08214	
6.571444	1048.02052	1047.98295	1044.16335	1044.10832	
6.581466	1048.03559	1048.0004	1044.17841	1044.12577	
6.599867	1048.06575	1048.02658	1044.20858	1044.17813	
6.604498	1048.07327	1048.03531	1044.21609	1044.19558	
6.61472	1048.09068	1048.05276	1044.2335	1044.21304	
6.624865	1048.10857	1048.07894	1044.2514	1044.24794	
6.634988	1048.12705	1048.0964	1044.26987	1044.2654	
6.646644	1048.14919	1048.12258	1044.29202	1044.3003	
6.655468	1048.16633	1048.14003	1044.30915	1044.32648	
6.665525	1048.18653	1048.17494	1044.32936	1044.35266	
6.675747	1048.20768	1048.19239	1044.3505	1044.37012	
6.685923	1048.22936	1048.2273	1044.37219	1044.3963	
6.695995	1048.25142	1048.24475	1044.39424	1044.42248	
6.706172	1048.27434	1048.27966	1044.41717	1044.44866	
6.716379	1048.29794	1048.30584	1044.44077	1044.47484	
6.726587	1048.32218	1048.33202	1044.46501	1044.49229	
6.73664	1048.34666	1048.3582	1044.48948	1044.50974	
6.74826	1048.37583	1048.38438	1044.51865	1044.53592	
6.757062	1048.39829	1048.41056	1044.54112	1044.5621	
6.767212	1048.42486	1048.43673	1044.56768	1044.57956	
6.77734	1048.45199	1048.46291	1044.59481	1044.60574	
6.787461	1048.47971	1048.48909	1044.62253	1044.62319	
6.797848	1048.50883	1048.51527	1044.65165	1044.64937	
6.807815	1048.53737	1048.54145	1044.68019	1044.66682	
6.817985	1048.56707	1048.56763	1044.70989	1044.68428	
6.828129	1048.59733	1048.59381	1044.74015	1044.71046	
6.83826	1048.62817	1048.62872	1044.77099	1044.73664	
6.849794	1048.66416	1048.6549	1044.80698	1044.75409	
6.85864	1048.69211	1048.68108	1044.83493	1044.789	
6.868822	1048.72498	1048.71599	1044.86781	1044.81518	
6.878933	1048.75823	1048.74217	1044.90106	1044.84136	
6.889527	1048.79377	1048.76835	1044.93659	1044.87626	
6.899434	1048.82755	1048.80325	1044.97037	1044.9199	
6.909576	1048.86276	1048.83816	1045.00558	1044.9548	
6.919737	1048.89865	1048.87307	1045.04148	1044.99844	
6.929877	1048.93509	1048.90797	1045.07791	1045.03334	
